name,sex,age,height,weight,team,year,city,sport,event,medal
"Thomas Edward ""Eddie"" Tolan, Jr.",M,23,170,65,United States,1932,Los Angeles,Athletics,Athletics Men's 200 metres,Gold
Martin Emmett Toppino,M,23,171,68,United States,1932,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Harold William Tower,M,21,188,82,United States,1932,Los Angeles,Rowing,Rowing Men's Coxed Eights,Gold
Hisakichi Toyoda (-Minejima),M,20,NA,NA,Japan,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Yoshiyuki Tsuruta,M,28,NA,NA,Japan,1932,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Jacobus Johannes "Jacques" van Egmond,M,24,193,NA,Netherlands,1932,Los Angeles,Cycling,Cycling Men's Sprint,Gold
Jack Francis VanBebber,M,25,NA,NA,United States,1932,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Jzsef Vrtesy (Vrbel-),M,31,NA,NA,Hungary,1932,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold
Wilhelmina Catherine "Billie" von Bremen (-Asch),F,22,182,68,United States,1932,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Stanisawa Walasiewicz (-Walsh, -Olson)",F,21,174,60,Poland,1932,Los Angeles,Athletics,Athletics Women's 100 metres,Gold
David August Wallin,M,56,NA,NA,Sweden,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Paintings",Gold
Karl DeWitt Warner,M,24,176,71,United States,1932,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Thomas Campbell Webster,M,22,NA,NA,Angelita,1932,Los Angeles,Sailing,Sailing Mixed 8 metres,Gold
Carl Oscar Westergren,M,36,NA,NA,Sweden,1932,Los Angeles,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Merrill Rowland Wolfe,M,17,NA,NA,United States,1932,Los Angeles,Gymnastics,Gymnastics Men's Tumbling,Gold
Frank Clifford Wykoff,M,22,178,68,United States,1932,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Takashi Yokoyama,M,18,NA,NA,Japan,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Mahonri Mackintosh Young,M,54,NA,NA,United States,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Gold
Masanori Yusa,M,17,NA,NA,Japan,1932,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Juan Carlos Zabala Boyer,M,20,165,55,Argentina,1932,Los Angeles,Athletics,Athletics Men's Marathon,Gold
Gordon Belgum "Gordy" Adam,M,21,NA,NA,United States,1936,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
Herbert Adamski,M,26,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
Richard James Allen,M,34,172,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Francis "Frank" Amyot,M,31,188,84,Canada,1936,Berlin,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold
Manuel ngel Andrada,M,46,NA,NA,Argentina,1936,Berlin,Polo,Polo Men's Polo,Gold
Shigeo Arai,M,19,NA,NA,Japan,1936,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Dieter Arend,M,21,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
Giuseppe Baldo,M,22,169,66,Italy,1936,Berlin,Football,Football Men's Football,Gold
"Samuel J. ""Sam"" Balter, Jr.",M,26,178,68,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Willy Bandholz,M,24,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Anita Brwirth (-Hardekopf),F,17,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
Fritz Bauer,M,30,170,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Fours,Gold
Wilhelm Baumann,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Franz Ernst Beckert,M,29,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
Miles Aubrey Bellville,M,27,NA,NA,Lalage,1936,Berlin,Sailing,Sailing Mixed 6 metres,Gold
Tibor Berczelly (Berczeller-),M,24,NA,NA,Hungary,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Gold
Jack Beresford,M,37,NA,NA,Great Britain,1936,Berlin,Rowing,Rowing Men's Double Sculls,Gold
Walter Helmut Berthold,M,25,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Sergio Bertoni,M,20,180,79,Italy,1936,Berlin,Football,Football Men's Football,Gold
Carlo Biagi,M,22,169,70,Italy,1936,Berlin,Football,Football Men's Football,Gold
Bruno Bianchi,M,32,NA,NA,Italia,1936,Berlin,Sailing,Sailing Mixed 8 metres,Gold
Peter Bischoff,M,32,NA,NA,Wannsee,1936,Berlin,Sailing,Sailing Mixed Two Person Keelboat,Gold
Ralph English Bishop,M,20,193,86,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Bror Erik Alvar Bladstrm,M,18,NA,NA,Sweden,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold
Harriet Claiborne Bland (-Green),F,21,163,50,United States,1936,Berlin,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Christopher Alan Boardman,M,33,NA,NA,Lalage,1936,Berlin,Sailing,Sailing Mixed 6 metres,Gold
Giorgio Bocchino,M,23,NA,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Mihly Bozsi (Bozsidarcz),M,25,NA,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Jen Brandi (Brandeiski),M,23,NA,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Heinz Brandt,M,29,NA,NA,Germany,1936,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Julius Helmut Braselmann,M,24,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Wilhelm "Willi" Brinkmann,M,25,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Gyrgy Brdy,M,28,185,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Arthur Godfrey Kilner Brown,M,21,183,70,Great Britain,1936,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Giancarlo Brusati,M,26,NA,NA,Italy,1936,Berlin,Fencing,"Fencing Men's epee, Team",Gold
Jan Brzk-Felix,M,24,NA,NA,Czechoslovakia,1936,Berlin,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Erna Brger,F,27,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
Axel Vilhelm Teodor Cadier,M,29,NA,NA,Sweden,1936,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Giulio Cappelli,M,25,174,72,Italy,1936,Berlin,Football,Football Men's Football,Gold
William Kenneth "Ken" Carpenter,M,23,190,102,United States,1936,Berlin,Athletics,Athletics Men's Discus Throw,Gold
Oscar Casanovas,M,22,NA,NA,Argentina,1936,Berlin,Boxing,Boxing Men's Featherweight,Gold
Roberto Diego Lorenzo Cavanagh y Hearne,M,21,NA,NA,Argentina,1936,Berlin,Polo,Polo Men's Polo,Gold
Dhyan Chand Bais,M,30,169,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Robert Charpentier,M,20,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Road Race, Individual",Gold
Robert Charpentier,M,20,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",Gold
Robert Charpentier,M,20,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Giancarlo Cornaggia-Medici Peterbelli,M,31,170,NA,Italy,1936,Berlin,Fencing,"Fencing Men's epee, Team",Gold
Ibolya Csk (-Kdr),F,21,166,58,Hungary,1936,Berlin,Athletics,Athletics Women's High Jump,Gold
Ferenc Csk (Lengvri-),M,22,NA,NA,Hungary,1936,Berlin,Swimming,Swimming Men's 100 metres Freestyle,Gold
Ali Iqtidar Shah Dara,M,21,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Georg Dascher,M,25,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Charles Ward "Chuck" Day,M,21,NA,NA,United States,1936,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
Luigi De Manincor,M,26,NA,NA,Italia,1936,Berlin,Sailing,Sailing Mixed 8 metres,Gold
Richard Kempster "Dick" Degener,M,24,NA,NA,United States,1936,Berlin,Diving,Diving Men's Springboard,Gold
"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",F,18,163,NA,Netherlands,1936,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Jean Sylvain Despeaux,M,20,NA,NA,France,1936,Berlin,Boxing,Boxing Men's Middleweight,Gold
Manlio Di Rosa,M,21,NA,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Alex Walter Diggelmann,M,33,NA,NA,Switzerland,1936,Berlin,Art Competitions,"Art Competitions Mixed Painting, Applied Arts",Gold
Alfons Dorfner,M,25,NA,NA,Austria,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Robert Dorgebray,M,20,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",Gold
Kurt Dossin,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Foy Draper,M,22,165,54,United States,1936,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Luis Jorge Duggan Ham,M,30,NA,NA,Argentina,1936,Berlin,Polo,Polo Men's Polo,Gold
Gnter Oskar Dyhrenfurth,M,49,NA,NA,Switzerland,1936,Berlin,Alpinism,Alpinism Mixed Alpinism,Gold
Harriet Pauline "Hettie" Dyhrenfurth (Heyman-),F,43,NA,NA,Switzerland,1936,Berlin,Alpinism,Alpinism Mixed Alpinism,Gold
Rudolf Eckstein,M,21,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxless Fours,Gold
Werner Joseph Egk (Mayer-),M,35,NA,NA,Germany,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Gold
Willi Eichhorn,M,27,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxless Pairs,Gold
Khadr El-Sayed El-Touni,M,19,NA,75,Egypt,1936,Berlin,Weightlifting,Weightlifting Men's Middleweight,Gold
Ilona Elek-Schacherer (-Hepp),F,29,NA,NA,Hungary,1936,Berlin,Fencing,"Fencing Women's Foil, Individual",Gold
Lionel Charles Renwick Emmett,M,23,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Yaar Erkan,M,25,NA,NA,Turkey,1936,Berlin,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
Robert Fein,M,28,NA,67,Austria,1936,Berlin,Weightlifting,Weightlifting Men's Lightweight,Gold
Peter Paul Fernandes,M,19,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,24,168,66,Germany,1936,Berlin,Athletics,Athletics Women's Javelin Throw,Gold
Alfredo Foni,M,25,172,71,Italy,1936,Berlin,Football,Football Men's Football,Gold
Joseph Cephis "Joe" Fortenberry,M,25,203,84,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Konrad Frey,M,27,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Men's Team All-Around,Gold
Konrad Frey,M,27,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,Gold
Konrad Frey,M,27,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Knut Hilding Fridell,M,27,NA,NA,Sweden,1936,Berlin,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
Isolde Frlian,F,28,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
Fritz Fromm,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Annibale Frossi,M,25,170,68,Italy,1936,Berlin,Football,Football Men's Football,Gold
Ernst Gaber,M,29,185,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Fours,Gold
Francesco Gabriotti,M,21,NA,NA,Italy,1936,Berlin,Football,Football Men's Football,Gold
Joseph Deville Thomas "Joe" Galibardy,M,21,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Giulio Gaudini,M,31,200,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Individual",Gold
Giulio Gaudini,M,31,200,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Andrs Gazzotti,M,40,NA,NA,Argentina,1936,Berlin,Polo,Polo Men's Polo,Gold
Aladr Gerevich (-Gerei),M,26,177,78,Hungary,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Gold
Friedrich Wilhelm Gerhard,M,52,NA,NA,Germany,1936,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
Marjorie Gestring (-Redlick),F,13,NA,NA,United States,1936,Berlin,Diving,Diving Women's Springboard,Gold
John Haskell "Tex" Gibbons,M,28,185,79,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Ernest John "Ernie" Goodsir-Cullen,M,24,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Jean Goujon,M,22,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",Gold
Jean Goujon,M,22,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Gioacchino Guaragna,M,28,167,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Gerhard Gustmann,M,25,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
Olivr Halassy (Haltmayer),M,27,155,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Tetsuo Hamuro,M,18,NA,NA,Japan,1936,Berlin,Swimming,Swimming Men's 200 metres Breaststroke,Gold
Karl Hermann Gotthard Handrick,M,27,NA,NA,Germany,1936,Berlin,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Hermann "Hannes" Hansen,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Imre Harangi,M,22,NA,NA,Hungary,1936,Berlin,Boxing,Boxing Men's Lightweight,Gold
Glenn Foster Hardin,M,26,188,75,United States,1936,Berlin,Athletics,Athletics Men's 400 metres Hurdles,Gold
Russell Thomas Harmer,M,39,NA,NA,Lalage,1936,Berlin,Sailing,Sailing Mixed 6 metres,Gold
Kurt Hasse,M,29,NA,NA,Germany,1936,Berlin,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold
Kurt Hasse,M,29,NA,NA,Germany,1936,Berlin,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
Klmn Hazai (Henszelmann),M,23,NA,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Karl Hein,M,28,179,103,Germany,1936,Berlin,Athletics,Athletics Men's Hammer Throw,Gold
Erich Herrmann,M,22,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Gunnar Mikael Hckert,M,26,178,68,Finland,1936,Berlin,Athletics,"Athletics Men's 5,000 metres",Gold
Paul Hffer,M,40,NA,NA,Germany,1936,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",Gold
Mrton Homonnai (Hlavacsek-),M,30,185,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Louis Hostin,M,28,NA,82,France,1936,Berlin,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
Gregor Hradetzky,M,27,NA,NA,Austria,1936,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Gregor Hradetzky,M,27,NA,NA,Austria,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Gold
Alois Hudec,M,28,NA,NA,Czechoslovakia,1936,Berlin,Gymnastics,Gymnastics Men's Rings,Gold
Donald Bruce "Don" Hume,M,21,NA,NA,United States,1936,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
"George Elwood ""Shorty"" Hunt, Jr.",M,20,195,NA,United States,1936,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
Sayed Muhammad Hussain,M,24,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Friederike "Friedl" Iby (-Kopp),F,31,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
Ernst Ihbe,M,22,NA,NA,Germany,1936,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
Volmari Fritijof Iso-Hollo (Hollo-),M,29,176,64,Finland,1936,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
Sayed Muhammad Jaffar,M,NA,173,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Ivar Valentin Johansson,M,33,NA,NA,Sweden,1936,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
Sven Bertil Johansson,M,24,NA,NA,Sweden,1936,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold
Cornelius Cooper "Corny" Johnson,M,22,191,79,United States,1936,Berlin,Athletics,Athletics Men's High Jump,Gold
Francis Lee Johnson,M,25,180,79,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Endre Kabos,M,29,NA,NA,Hungary,1936,Berlin,Fencing,"Fencing Men's Sabre, Individual",Gold
Endre Kabos,M,29,NA,NA,Hungary,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Gold
Danil Marinus Johannes "Daan" Kagchelland,M,22,NA,NA,Nrnberg,1936,Berlin,Sailing,Sailing Mixed One Person Dinghy,Gold
Adolf "Adi" Kainz,M,33,NA,NA,Austria,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Wilhelm Gustav "Willi" Kaiser,M,24,163,51,Germany,1936,Berlin,Boxing,Boxing Men's Flyweight,Gold
Urho Johannes Karhumki,M,45,NA,NA,Finland,1936,Berlin,Art Competitions,"Art Competitions Mixed Literature, Epic Works",Gold
Martin Karl,M,25,NA,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxless Fours,Gold
Kroly Krpti (Kellner-),M,30,NA,NA,Hungary,1936,Berlin,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
Heinrich Keimig,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Ferdinand Johannes "Hans" Keiter,M,26,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Ahmed Sher Khan,M,23,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Ahsan Muhammad Khan,M,20,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Adolph Gustav Kiefer,M,18,NA,NA,United States,1936,Berlin,Swimming,Swimming Men's 100 metres Backstroke,Gold
Alfred Klingler,M,23,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Arthur Knautz,M,25,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Carl Stanley Knowles,M,26,188,75,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Heinrich Theodor "Heinz" Krvers,M,21,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Lauri Koskela,M,29,167,65,Finland,1936,Berlin,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
Pl dm Kovcs,M,24,179,80,Hungary,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Gold
Ernst Krebs,M,29,NA,NA,Germany,1936,Berlin,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Gold
Karl Kreutzberg,M,24,NA,NA,Germany,1936,Berlin,Handball,Handball Men's Handball,Gold
Gyrgy Kutasi (Kusinszky),M,25,NA,NA,Hungary,1936,Berlin,Water Polo,Water Polo Men's Water Polo,Gold
Hermann Kutschera,M,33,NA,NA,Austria,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold
Ludwig Landen,M,27,NA,NA,Germany,1936,Berlin,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
Martial Guy Lapbie,M,19,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Road Race, Team",Gold
Martial Guy Lapbie,M,19,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Roger Jean Le Nizerhy,M,19,NA,NA,France,1936,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Charles Symonds Leaf,M,40,NA,NA,Lalage,1936,Berlin,Sailing,Sailing Mixed 6 metres,Gold
Frank Wyatt Lewis,M,23,NA,NA,United States,1936,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Curt Ewald Rudolf Lippert,M,35,NA,NA,Germany,1936,Berlin,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Ugo Locatelli,M,20,172,68,Italy,1936,Berlin,Football,Football Men's Football,Gold
Carl Lorenz,M,22,NA,NA,Germany,1936,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
Mrton Lrincz,M,24,NA,NA,Hungary,1936,Berlin,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
John Edward "Jack" Lovelock,M,26,169,61,New Zealand,1936,Berlin,Athletics,"Athletics Men's 1,500 metres",Gold
Frank John Lubin,M,26,200,113,United States,1936,Berlin,Basketball,Basketball Men's Basketball,Gold
Hideko Maehata (-Hyodo),F,22,NA,NA,Japan,1936,Berlin,Swimming,Swimming Women's 200 metres Breaststroke,Gold
Johann Adolf Friedrich "Hans" Maier,M,27,183,NA,Germany,1936,Berlin,Rowing,Rowing Men's Coxed Fours,Gold
Josef Manger,M,23,NA,105,Germany,1936,Berlin,Weightlifting,Weightlifting Men's Heavyweight,Gold
Edoardo Mangiarotti,M,17,NA,NA,Italy,1936,Berlin,Fencing,"Fencing Men's epee, Team",Gold
Walter Frederick March,M,37,NA,NA,Germany,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold
Werner Julius March,M,42,NA,NA,Germany,1936,Berlin,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold
Libero Turiddu Marchini,M,22,172,70,Italy,1936,Berlin,Football,Football Men's Football,Gold
Leonard Jack Martin,M,34,NA,NA,Lalage,1936,Berlin,Sailing,Sailing Mixed 6 metres,Gold
Gustavo Marzi,M,27,167,NA,Italy,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Mirza Nasir-ud-Din Masood,M,30,NA,NA,India,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,NA,NA,Netherlands,1936,Berlin,Swimming,Swimming Women's 100 metres Freestyle,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,NA,NA,Netherlands,1936,Berlin,Swimming,Swimming Women's 400 metres Freestyle,Gold
"Hendrika Wilhelmina ""Rie"" Mastenbroek (-Kuiper, -de Wit)",F,17,NA,NA,Netherlands,1936,Berlin,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Gisela Mauermayer,F,22,172,70,Germany,1936,Berlin,Athletics,Athletics Women's Discus Throw,Gold
James Burge "Jim" McMillin,M,21,NA,NA,United States,1936,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
Earle Elmer Meadows,M,23,185,72,United States,1936,Berlin,Athletics,Athletics Men's Pole Vault,Gold
Jack Chapman Medica,M,21,NA,NA,United States,1936,Berlin,Swimming,Swimming Men's 400 metres Freestyle,Gold
Wilhelm "Willi" Menne,M,25,183,70,Germany,1936,Berlin,Rowing,Rowing Men's Coxless Fours,Gold
Nikolaus Anton "Toni" Merkens,M,24,NA,NA,Germany,1936,Berlin,Cycling,Cycling Men's Sprint,Gold
Ralph Harold Metcalfe,M,26,180,82,United States,1936,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Gertrud "Trudi" Meyer (-Baier),F,22,NA,NA,Germany,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Gold
Roger Michelot,M,24,NA,NA,France,1936,Berlin,Boxing,Boxing Men's Light-Heavyweight,Gold
