Company name (CN),Company name (EN),Province,Location,Registered capital (RMB),Registeration,Registeration - year,Status,Abnormality,Punishment,Lawsuit,Company website
淮安中山医院有限公司,Huai'an Zhongshan Hospital,Jiangsu,East,1200,"2002-07-22	",2002,Living,1,0,1,"www.hazshp.com	;	www.hazshp.com	;	www.0517jk.com	;	www.0517gcyy.com	;	www.83832626.com	;	www.haxgnyy.com	;	hayunyu.com	;	hafuke.com	;	zsydgy.com	;	hazsvip.com	;	fukeha.com	;	hazsyy.com	;	zsgcxh.com	;	zscsyy.com	;	zsztct.com	;	hazshp.com	;	hananke.com	;	0517renliu.com	;	zsgdjx.com	;	hanqisy.com	;	zshxzm.com	;	nankeha.com	;	0517yy.com	;	0517gk.com	;	hankw.com	;	zsjswj.com	;	83776161.com	;	0517gcw.com	;	hangufs.com	;		"
福州东南妇幼医院有限公司,"Fuzhou Southeast Maternity Hospital Co., Ltd.",Fujian,South,800,"2016-06-06	",2016,Dead,0,1,0,"	"
湖州阳光妇科医院有限公司,"Huzhou Sunshine Gynecology Hospital Co., Ltd.",Zhejiang,East,400,"2005-11-18	",2005,Living,2,3,27,"www.2600888.com	;	2600888.com	;	www.snvzi.com	;	www.hzygfk.com	;		"
晋城博大生殖医学专科医院,Jincheng Boda Reproductive Medicine Specialist Hospital,Shanxi,North,unknown,"2008-09-08	",2008,Living,0,2,0,"www.jcszyy.com	;	www.jcbodayy.com	;	www.jcszyy.com	;	www.jcbodank.com	;	www.jcfkwang.com	;	www.jcgcyy.com	;		"
南京市栖霞区康豪诊所,"Kanghao Clinic, Qixia District, Nanjing",Jiangsu,East,25,"2010-02-04	",2010,Dead,2,0,0,"	"
成都医学院附属不孕不育医院有限公司,"Chengdu Medical College Affiliated Infertility Hospital Co., Ltd.",Sichuan,South-west,500,"2003-07-14	",2003,Living,3,0,3,"www.ygfk.com	;	www.cmc120.com	;	www.cmc120.com	;	www.cmc120.com	;	www.cmcbyby.com	;	www.cmcbyby.com	;	www.byzk120.com	;	www.ygfk.com	;	www.scsb120.com	;	www.120sun.cn	;	www.cmcbyby.com	;	www.cmc120.com	;	www.88189999.com	;	www.cdyybb.com	;	www.cyfsby.com	;	www.cyfsfk.com	;	www.cyby120.com	;	www.cyfs120.com	;	www.cybyby.com	;	www.cmcfsy.com	;	www.cmcfsby.com	;	www.cmcfsyy.com	;	www.cdby120.com	;	www.scbyzk.com	;	www.scbyby120.com	;	www.cmcby120.com	;	www.xinwenya.com	;	www.scbyzkyy.com	;	www.cmcby.com	;	www.cmcbyzk.com	;	www.cybyzk.com	;	www.cyfsbyzk.com	;	www.cyfsby120.com	;	www.cdbyzkyy.com	;		"
延吉博生现代妇科医院有限公司,"Yanji Bosheng Modern Women Hospital Co.,Ltd.",Jilin,North-east,600,"2008-05-27	",2008,Living,0,1,0,"www.yjbsyy.com	;	www.yjbsyy.com	;	2900900.cn	;		"
重庆五洲妇儿医院有限公司,"Chongqing Wuzhou Women and Children Hospital Co., Ltd.",Chongqing,South-west,2000,"2008-05-07	",2008,Living,0,1,21,"www.cqfuer.com	;	www.cqwzfe.com	;	www.wzfuer.com	;	www.023nz.com	;	www.iwzfc.com	;	www.68585588.com	;	www.cqwzwh.com	;	www.icqwz.com	;	www.cqwzzx.cn	;	www.sxmh.com	;	www.haorlw.com	;	www.cqrxw.com	;	www.icqwz.cn	;	www.cqwzwh.cn	;		"
成都送子鸟不孕不育医院有限公司,"Chengdu Sonzi Bird Infertility Hospital Co., Ltd.",Sichuan,South-west,733.5,"2005-09-22	",2005,Living,0,0,0,"www.scszn.com	;	www.scszn.com	;	www.scszn.com	;	www.scszn.com	;	www.66112233.com	;	www.86612137.com	;	www.cdlrh.com	;	www.cdlrnz.com	;		"
安阳协和医院（普通合伙）,Anyang Union Hospital (general partnership),Henan,Center,unknown,"2012-03-20	",2012,Dead,4,0,1,"	"
大连阳光医院有限公司,"Dalian Sunshine Hospital Co., Ltd.",Liaoning,North-east,300,"2004-06-08	",2004,Living,0,5,0,"www.ygyy.cn	;	www.ygyy.cn	;	www.ygyy.cn	;	www.lnyggc.com	;	www.dlfkhao.cn	;	www.dlwc120.com	;	www.yggc120.com	;	www.ygyyhao.cn	;	www.dlzc120.com	;	www.dlyggc.com	;	www.dlygwc.com	;	www.dalianyiyuan.cn	;	www.dlwc0411.com	;	www.ygyyhao.com	;	www.dlfkhao.com	;	www.ygyyfk.cn	;	www.dlfk120.cn	;	www.dlsun120.cn	;	www.ygwcyy.com	;	www.dlfukeyy.com	;	www.dlgc0411.com	;	www.dlfukeyy.cn	;	dlygnkyy.com	;	dlygnk04.com	;	dlygnk03.com	;	xhyymnk.com	;	dlygnk02.com	;	84317000.com	;	0411fkw.com	;	dlygfkyy.com	;	dlygnk05.com	;	dlygnk01.com	;	0411rlw.com	;		"
成都瑞恩糖尿病医院有限公司,"Chengdu Ruien Diabetes Hospital Co., Ltd.",Sichuan,South-west,500,"2011-06-23	",2011,Living,0,0,0,"www.cdtnb.com	;	www.cdtnb.com	;	www.cdretnb.com	;		"
北京天伦医院（普通合伙）,Beijing Tianlun Hospital (General Partnership),Beijing,North,unknown,"2004-12-30	",2004,Living,0,2,4,"www.tlbaby.com	;	www.bjtlbb.com	;	www.tlbaby.com	;	www.tlbyby.com	;	www.tlbb120.com	;	www.tianlun010.com	;	bjtianlun.com	;	85618848.com	;	zgbjtl.com	;	tlbaobao.com.cn	;	bjtlyr.com	;	bjtlnkyy.com	;	bjtlbaby.com	;	tlbyby.com.cn	;	fktlbaby.com	;	tlbirth.com	;	tlbaobao120.com	;	bjtlye.com	;	tlbaby.cn	;	tlbaby.com.cn	;	beijingtianlun.com	;		"
温州肛泰医院有限公司,"Wenzhou Antai Hospital Co., Ltd.",Zhejiang,East,400,"2005-01-11	",2005,Dead,0,0,0,"	"
上海南浦妇科医院有限公司,"Shanghai Nanpu Women's Hospital Co., Ltd.",Shanghai,East,300,"2004-04-12	",2004,Living,0,3,2,"www.rzjfk.com	;	360.npfuke120.com	;	np.nanpufuke.com	;	nanpufuke.com	;	www.nanpufk120.cn	;	www.jcyiyuan.com	;	www.npfuke.cn	;	www.yhbtime.net	;	www.shnp021.cn	;	www.shnp120.cn	;	www.shnpyy.cn	;	www.fkeyy.cn	;	www.shfk99.cn	;	www.shnp120.com	;	www.pifumz.cn	;	www.shyy163.cn	;	www.nanpu99.cn	;	www.fkyy021.com	;	www.iccsee.org	;	www.nanpu021.cn	;	www.shfk88.cn	;	www.shnpfk021.com	;	www.npfuke120.cn	;	www.99pifu.cn	;	www.13baobao.com	;	www.acgene.org	;	www.shnanpu120.cn	;	www.nanpufuke.cn	;	www.nanpu99.com	;	www.nanpufk021.cn	;	www.fkeyy.com	;	www.npyy120.cn	;	www.npfk120.cn	;	www.npfk021.cn	;	www.fkeyiyuan.com	;	www.fknp021.com	;	www.shfkyy021.com	;	www.fknp120.com	;	www.shnp120.com.cn	;	www.shfkeyy.cn	;	www.nanpufuke.com	;	www.shnpyy120.cn	;	www.shyiyuan120.cn	;	www.npfuke120.com	;	www.shnpfk120.cn	;	www.shyy120.cn	;	www.fk163.cn	;	www.120skin.cn	;	www.fknp021.cn	;	www.shfuke120.com	;	www.npfkyy021.com	;	www.shnpfk120.com	;	www.pifuzj.cn	;	www.shyy021.cn	;	www.nanpufk021.com	;	npkada.com	;	nmpy.net	;	ngtfy.com	;	shnanpufuke.com	;	cswsx.com	;	ptprint.net	;	lghlw.com	;	bjlrty.com	;	shwxt.com	;	shnpfk.com	;	yhbtime.com	;	nnfkyy.net	;	dkxyk.com	;	npkada.net	;	nanpufkyy.com	;	nanpuyuan.cn	;	nanpuyyfk.com	;		"
信阳市现代男科医院有限公司,"Xinyang Modern Andrology Hospital Co.,Ltd.",Henan,Center,118,"2006-06-08	",2006,Living,2,5,0,"www.xy120.com.cn	;	www.xynr120.com	;	www.hnjgsj.com	;	www.xy120.com.cn	;		"
唐山凤凰妇产医院有限公司,"Tangshan Phoenix Maternity Hospital Co., Ltd.",Hebei,North,300,"2015-12-07	",2015,Living,0,0,0,"www.tsfyyy.com	;	www.bchaosiwei.com	;	www.chankets.com	;	www.5903333.com	;	www.vipck120.com	;	www.tswtrlw.com	;	www.fhck120.com	;	www.tswtrlyy.com	;	www.fhby120.com	;	www.tsfck.com	;	www.vipchanke.com	;	www.tsrlyy.com	;	www.swcchao.com	;	vipcksc.com	;	swccgood.com	;	siweibchao.com	;	siweichaosheng.com	;	0315ck.com	;	wtfmyy.com	;		"
瑞安市华东康复医院有限公司,"Ruian Huadong Rehabilitation Hospital Co., Ltd.",Zhejiang,East,300,"2006-12-07	",2006,Dead,0,0,0,"	"
苏州圣爱医院有限公司,"Suzhou Sheng'ai Hospital Co.,Ltd.",Jiangsu,East,500,"2003-02-19	",2003,Living,1,2,29,"www.szsayy.com	;	www.szsamr.com	;	www.szsayy.com	;	www.sazxmr.com	;	www.szsafk.cn	;	www.szsazf.net	;	www.sawck.net	;	www.sacwyy.net	;	www.safkw.com	;	www.szsayy.cn	;	www.sawcyy.cn	;	www.0512man.net	;	www.szsamr.net	;	www.szsayy.com	;	www.szsazf.com	;	www.sawck.com	;	www.sazxmr.com	;	www.0512man.com	;	www.sacwk.cn	;	www.sacwk.net	;	www.sazxw.com	;	www.sacwk.com	;	www.sawcyy.com	;	www.szsazf.cn	;	www.sabyby.com	;	www.sarlw.com	;	www.szsamr.com	;	www.sawcyy.net	;	www.szsafk.net	;	www.sawck.cn	;	www.safkyy.net	;	sayyfk.com	;		"
上海九洲泌尿外科医院有限公司,"Shanghai Jiuzhou Urology Hospital Co., Ltd.",Shanghai,East,300,"2003-12-29	",2003,Dead,0,0,0,"	"
龙岩市新阳光男仕医院有限公司,"Longyan New Sunshine Men's Hospital Co., Ltd.",Fujian,South,200,"2004-06-30	",2004,Living,0,11,0,"	"
成都济民妇科医院,Chengdu Jimin Gynecology Hospital,Sichuan,South-west,unknown,"2002-01-11	",2002,Dead,0,0,0,"	"
惠州仁德妇科医院有限公司,"Huizhou Rende Gynecology Hospital Co., Ltd.",Guangdong,South,100,"2008-11-25	",2008,Living,0,2,3,"www.hzgcyy.com.cn	;	www.2212222.com	;	www.hzrdfcyy.com	;	www.hzlady.net	;	www.huizhoufk.com	;	www.0752mama.com	;	www.0752gangchang.com	;	www.hzrlyy.net	;	www.07529999.com	;	www.0752baobao.com	;	www.0752byby.com	;	www.2370018.com	;	www.rdfckyy.com	;	www.hzrd120.com	;	www.hzbyby.net	;	www.2212222.net	;	www.hzrdfkyy.com	;	www.hzzxmr.com.cn	;	www.hzrdyy.com	;		"
长沙县华夏医院有限公司,"Changsha Huaxia Hospital Co., Ltd.",Hunan,Center,80,"2008-08-04	",2008,Living,0,5,0,"www.cshx120.com	;	www.cshx120.com	;	www.cshx120.com	;	www.cshx120.com	;	cshxnk.com	;	cshxfk.com	;		"
深圳远东妇儿科医院,Shenzhen Far East Women and Children Hospital,Guangdong,South,unknown,"	","	",Living,0,0,0,"www.woman91.com	;	"
柳州福康医院,Liuzhou Fukang Hospital,Guangxi,South,200,"2007-02-28	",2007,Living,0,5,2,"www.lzfkyy120.com	;	www.lzfk120.com	;		"
张家港朝阳五官科医院有限公司,"Zhangjiagang Chaoyang Five Senses Hospital Co., Ltd.",Jiangsu,East,100,"2012-06-05	",2012,Living,1,0,0,"www.cy5g.com	;	www.cywgk.com	;		"
长沙送子鸟生殖与不孕医院有限公司,Changsha Xiandai Nvzi Hospital,Hunan,Center,50,"2003-06-27	",2003,Living,0,3,3,"	"
盐城协和康复医院有限公司,"Yancheng Xiehe Rehabilitation Hospital Co., Ltd.",Jiangsu,East,50,"2002-12-09	",2002,Dead,0,0,0,"	"
福州鼓楼医院有限公司,"Fuzhou Gulou Hospital Co., Ltd.",Fujian,South,300,"2005-01-11	",2005,Living,0,6,5,"www.gulou120.com	;	www.gulou120.com	;	www.gulou120.com	;	www.gulou120.com	;	www.fjebhyy.com	;	www.glyyebh.com	;	www.gulou120.com	;	www.glouyy.com	;	www.glou120.com	;	www.gulyy.com	;	www.fzglyy.com	;	www.fjwcfk.com	;	www.fzkq120.com	;	www.glyyzr.com	;	fzebh120.com	;	fjglebhyy.com	;	fzglebh.com	;	fzglyy.cn	;	glebh.net	;	glyygk.com	;	fzglgk.com	;	fzglyyebh.com	;	fzwgyy.cn	;	fzebhyy.cn	;	fjwgyy.com	;	fzglfk.com	;	fzebh.cn	;	glzxk.com	;	fjguke.com	;	glebhyy.com	;	glyymr.com	;	87677120.com	;	fzgkw.org	;	glwgyy.com	;	fzent.net	;	fzentyy.com	;		"
东莞虎门万福妇产医院有限公司,"Dongguan Humen Wanfu Maternity Hospital Co., Ltd.",Guangdong,South,100,"2016-07-11	",2016,Living,2,2,0,"www.82887999.com	;	www.wfmen.com	;	www.hmwffc.com	;		"
芜湖丹凤朝阳妇科医院,Wuhu Danfeng Chaoyang Gynecology Hospital,Anhui,East,unknown,"	","	",Living,0,0,0,"	"
运城市盐湖区禹都人民医院,Yuncheng Yanhu District Yundu People's Hospital,Shanxi,North,unknown,"	","	",Living,0,0,5,"	"
济南妇科医院,Jinan Women's Hospital,Shandong,North,500,"2009-12-04	",2009,Living,0,1,0,"www.jnfk.com	;	www.jnkf.com	;	www.0531fk.com	;	www.jnwybbyy.com	;	www.jnwybb120.com	;	www.yangguangrenliu.com	;	www.jinanwybb.com	;	www.jnfk.com	;	www.0531fkb.com	;	www.wybb66.com	;	www.0531wybb.com	;	0531fk.cn	;	yanwuyou.com	;	renliuwuyou.com	;		"
山西新阳光妇科医院有限公司,Shanxi Xinyangguang Gynaecologic Hospital,Shanxi,North,100,"2006-07-13	",2006,Dead,4,0,0,"	"
南京曙光医院有限公司,"Nanjing Shuguang Hospital Co., Ltd.",Jiangsu,East,50,"2002-06-12	",2002,Living,1,0,0,"www.njsgyy.com	;	www.njsgyy.com	;	www.025gangchang.com	;	www.njsgyy.com	;	025gangchang.com	;		"
杭州真爱妇科医院有限公司,"Hangzhou Zhenai Gynecology Hospital Co., Ltd.",Zhejiang,East,100,"2005-07-20	",2005,Dead,0,0,0,"	"
淄博金盾医院有限公司,"Zibo Jindun Hospital Co., Ltd.",Shandong,North,60,"2005-09-26	",2005,Living,1,0,0,"www.3164777.com	;		"
福清阳光医院,Fuqing Sunshine Hospital,Fujian,South,unknown,"2005-11-14	",2005,Living,0,4,0,"www.0591fk.com	;	www.fqygyy.com	;		"
郑州华夏中医白癜风医院,Zhengzhou Huaxia Traditional Chinese Medicine Vitiligo Hospital,Henan,Center,unknown,"2011-08-12	",2011,Living,0,1,0,"www.60226000.com	;	www.hnsbdf.com	;	www.zzhxbdf.com	;	www.hnbdfyy.com	;	www.zzbdf999.com	;	www.60226000.com	;	www.vitligo.com	;	www.zzhxyy.com	;	www.hxbdf.com	;	www.zzhxbdfyy.com	;	www.zzhxpf.com	;	www.zzhuaxia.com	;	www.cn-bdf.com	;	www.hxguahao.com	;		"
温州长庚耳鼻喉医院有限公司,"Wenzhou Changgeng ENT Hospital Co., Ltd.",Zhejiang,East,100,"2012-10-24	",2012,Living,0,4,8,"	"
蚌埠市澳美佳女子医院,Bengbu Aomeijia Women's Hospital,Anhui,East,50,"2006-09-26	",2006,Dead,0,0,0,"	"
肇庆英博生殖泌尿专科医院有限公司,Zhaoqing Fukang Genital and Urinary Special Hospital,Guangdong,South,50,"2006-01-18	",2006,Living,0,4,0,"www.zqybnkyy.com	;	www.zqybyy.com	;	zqybnkyy.cn	;	zqybyy.cn	;	zqyb120.com	;		"
保定现代女子医院,Baoding Modern Women's Hospital,Hebei,North,unknown,"2004-11-11	",2004,Dead,0,0,0,"	"
东莞塘厦同仁妇产医院有限公司,"Dongguan Tangxia Tongren Maternity Hospital Co., Ltd.",Guangdong,South,1200,"2017-03-31	",2017,Living,0,1,0,"www.txfuke.com	;	www.82120120.com	;	www.dgtryy.com	;		"
珠海阳光医院有限公司,"Zhuhai Sunshine Hospital Co., Ltd.",Guangdong,South,10,"2016-05-13	",2016,Living,0,0,0,"www.zhyynk.com	;	www.0756nx.com	;	www.zhmnyy.com	;	www.zhmn120.com	;	www.zhmales.com	;	www.zhygnk.com	;	www.zhxznkyy.com	;	www.zhmnnk.com	;	www.zsjnkyy.com	;	www.0756ygnk.com	;	www.zhygnkyy.com	;	www.zhnkyg.com	;	www.zhmale.com	;	www.photoadv.net	;	www.zhmnwk.com	;	www.zhyy91.com	;	www.zhygyynk.com	;	www.ygnryy.com	;	www.zhnsyy.com	;	nkjkyy.com	;	nrmnyy.com	;	nrjkyy.com	;	120nxjk.com	;	zhylyg.com	;	zhnkyl.com	;	120nr.com	;	0756yl.com	;		"
安顺阳光妇科医院有限公司,"Anshun Sunshine Gynecology Hospital Co., Ltd.",Guizhou,South-west,10,"2009-03-16	",2009,Living,3,0,0,"	"
南京江宁博爱医院,Nanjing Jiangning Boai Hospital,Jiangsu,East,unknown,"	","	",Living,0,0,0,"	"
武汉华仁医院,Wuhan Huaren Hospital,Hubei,Center,unknown,"2004-10-25	",2004,Dead,0,0,0,"	"
哈尔滨欧亚男科医院,Harbin Eurasian Male Hospital,Heilongjiang,North-east,unknown,"2008-01-03	",2008,Living,0,1,0,"www.hrbouya.com	;	www.ouyank.com	;	www.hrbouya.com	;	www.hrbnkw.com	;	www.hljnkw.com	;	www.0451-86042199.com	;	www.hrbmen120.com	;	www.hljnkw120.com	;	xgnyjs.com	;	86138888.com	;	hrbnkhospital.com	;	hrbnk120.com	;	0451-86134299.com	;	hrbnanke120.com	;	0451nankeyy.com	;	hljnanke120.com	;	0451nanke.com	;	86nkw.com	;	0451men.com	;		"
深圳仁康医院,Shenzhen Renkang Hospital,Guangdong,South,200,"2015-12-24	",2015,Living,1,2,2,"www.rk91.cn	;		"
惠州市康福来实业有限公司东江泌尿专科医院,Dongjiang Urology Specialist Hospital,Guangdong,South,unknown,"2006-12-12	",2006,Living,0,1,0,"www.djmnyy.com	;	www.djmnyy.cn	;	www.yy0752.com	;	www.djnk020.com	;	www.yhnk020.com	;	www.yhnk91.com	;	www.hznk020.com	;	www.0752mnk.com	;	www.jlmn91.com	;	www.djyynk.com	;	www.djmn120.com	;	www.djyy91.com	;	www.0752man.com	;	www.djnk91.com	;	www.djmn91.com	;	www.djmnk.com	;		"
天津乐园医院,Tianjin Paradise Hospital,Tianjin,North,unknown,"2003-08-22	",2003,Living,1,0,7,"www.tjgkw.net	;	hxhc120.com	;	tjhcyy.com	;	hxhcyy.com	;	www.28278888.com	;	www.gk022.com	;	tjhc120.com	;	www.fklyyy.com	;	www.tjlyyy120.com	;	www.tjlyxb120.com	;		"
诸城博爱医院,Zhucheng Boai Hospital,Shandong,North,unknown,"2012-02-10	",2012,Living,0,0,0,"	"
许昌中山医院（普通合伙）,Xuchang Zhongxin Hospital,Henan,Center,unknown,"2004-07-30	",2004,Dead,0,0,4,"	"
深圳同仁妇科医院,Shenzhen Tongren Gynecology Hospital,Guangdong,South,unknown,"	","	",Living,0,0,0,"	"
太原白癜风医院,Taiyuan Vitiligo Hospital,Shanxi,North,unknown,"2002-08-14	",2002,Living,0,2,5,"www.sxbdf.com	;	www.sxbdf.com	;	www.sxtybdfyy.com	;	www.tybdfyy.com	;	www.7070000.com	;	www.yzjcjt.com	;	www.slhpfw.com	;	www.sxpfblt.com	;	www.sxtypfb.com	;	bdflb.com	;	bdfsls.com	;	bdf120w.com	;	ckmfc.com	;	sxbdf.mobi	;	tybdf.mobi	;	sxtybdf.com	;	山西太原白癜风.com	;	tyjnx.com	;	bosenyl.com	;	f.com	;	www.sxbdf120.com	;	www.sxtynpx.com	;	www.太原白癜风医院.com	;	www.tybdfyy.cn	;	www.sxtybdf.cn	;	www.tybdfzkyy.cn	;	bdf120w.com	;	tyjnx.com	;	sxbdf.mobi	;	sxtybdf.com	;	f.com	;	bdflb.com	;	山西太原白癜风.com	;	ckmfc.com	;	bosenyl.com	;	bdfsls.com	;	tybdf.mobi	;		"
上海远大心胸医院,Shanghai Yuanda Cardiothoracic Hospital,Shanghai,East,unknown,"	","	",Living,0,0,11,"www.yodahospital.com	;	www.yodak.cn	;	www.shxiongke.com	;	www.yodak.cc	;	www.yoda120.com	;	www.yodakxzb.com	;	www.yodahospital.cn	;	"
乌海现代医院,Wuhai Modern Hospital,Neimenggu,North,unknown,"	","	",Living,0,0,0,"www.whai120.com	;	"
内蒙古天骄医院,Inner Mongolia Tianjiao Hospital,Neimenggu,North,unknown,"2004-07-01	",2004,Living,0,0,1,"www.tjyyrl.com	;	www.nmgtjyy120.com	;	www.nmgtjyy.com	;	hsguahao.com	;	hsgckyy.com	;	gk.com	;	nmgtcm.com	;	hspwk.com	;	hsgkyy.com	;	hstjyy.com	;	hsjzxyy.com	;	nmgguahao.com	;	hsckyy.com	;	nmgtj120.com	;	hszcyy.com	;	hsdnjs.com	;	tjyy0471.com	;		"
青岛新阳光妇产医院,Qingdao New Sunshine Maternity Hospital,Shandong,North,80,"2002-06-28	",2002,Living,0,0,0,"www.newsun120.com	;	www.68696968.com	;	www.qdxygfck.com	;	www.0532fck.com	;	www.qd516.com	;	www.xygfckyy.com	;	www.xygfck.com	;	www.0532wtrl.com	;	www.qdxygfckyy.com	;	www.qingdaofck.com	;	www.0532fk.com	;	www.newsun120.com	;	www.0532by.com	;		"
郑州华山医院,Zhengzhou Huashan Hospital,Henan,Center,unknown,"2010-03-22	",2010,Dead,0,0,15,"www.hszxmr.com	;	www.byby16.com	;	www.zzhsyy.com	;	www.bybyhs.com	;	www.hszhifa.com	;	www.huashanhp.com	;	"
凉山妇产医院,Liangshan Obstetrics and Gynecology Hospital,Sichuan,South-west,unknown,"2009-10-27	",2009,Living,0,0,0,"www.lsfck.com	;		"
泰州市海陵区博大医院,Taizhou Hailing District Broad Hospital,Jiangsu,East,unknown,"	","	",Living,0,0,2,"	"
凉山华西男科医学研究院,Liangshan Huaxi Male Medical Research Institute,Sichuan,South-west,unknown,"2016-03-11	",2016,Living,0,0,0,"	"
金华博康生殖健康专科门诊部,Jinhua Bokang Reproductive Health Specialist Clinic,Zhejiang,East,unknown,"2005-11-15	",2005,Living,0,3,0,"www.0579nanke.com	;	www.0579yy.com	;	www.579sz.com	;	579yy.com	;	0579sz.com	;		"
佛山市顺德区大良阳光康复医院,Foshan Shunde District Daliang Sunshine Rehabilitation Hospital,Guangdong,South,50,"2006-11-09	",2006,Dead,0,0,0,"	"
奎文和平医院,Kuiwen Peace Hospital,Shandong,North,unknown,"2012-09-14	",2012,Living,0,0,0,"www.8891969.com	;	www.wfhp120.com	;	www.wfhpfk.com	;	www.wfweichang.com	;	"
广东君盾集团有限公司惠阳现代妇产医院,"Guangdong Jundun Group Co., Ltd. Huiyang Modern Maternity Hospital",Guangdong,South,unknown,"2008-03-07	",2008,Dead,4,0,0,"	"
九江新世纪医院.,Jiujiang New Century Hospital.,Jiangxi,Center,1,"2007-04-23	",2007,Living,0,2,0,"	"
廊坊万福医院,Langfang Wanfu Hospital,Hebei,North,unknown,"	","	",Living,0,0,0,"	"
深圳龙济医院,Shenzhen Longji Hospital,Guangdong,South,4818,"2015-12-22	",2015,Living,0,9,6,"	"
上饶协和医院,Shangrao Xiehe Hospital,Jiangxi,Center,unknown,"	","	",Living,0,0,0,"	"
云南玛莉亚女子医院,Yunnan Maria Women's Hospital,Yunnan,South-west,unknown,"	","	",Living,0,0,0,"	"
南昌市第五医院,Fifth Hospital of Nanchang,Jiangxi,Center,unknown,"	","	",Living,0,0,14,"www.wy120.com.cn	;	www.um120.net	;	www.jxncsdwyy.cn	;	www.um120.com	;	www.guke120.net	;	www.wykq120.com	;	www.wy120.com	;	jxwc120.com	;	jxjs120.com	;	1973n.com	;	88459999.com	;		"
广州市增城济慈康复医院,Guangzhou Zengcheng Keci Rehabilitation Hospital,Guangdong,South,unknown,"2010-01-15	",2010,Living,0,1,2,"	"
荆州华康医院,Jingzhou Huakang Hospital,Hubei,Center,unknown,"2005-09-19	",2005,Living,2,0,7,"	"
涡阳县阳光医院,Guoyang Sunshine Hospital,Anhui,East,unknown,"2006-07-20	",2006,Living,0,0,5,"	"
沈阳曙光医院（普通合伙）,Shenyang Shuguang Hospital (General Partnership),Liaoning,North-east,unknown,"2008-01-24	",2008,Living,0,0,0,"sysg120.cn	;		"
富源阳光医院,Fuyuan Sunshine Hospital,Yunnan,South-west,0.0169,"2006-07-27	",2006,Dead,0,1,10,"www.富源阳光医院.com	;	www.fyyg2006.com	;		"
萍乡新世纪泌尿专科医院,Pingxiang New Century Urology Hospital,Jiangxi,Center,50,"2019-09-06	",2019,Living,0,3,0,"www.nxnanke.com	;	www.pxxsjnk.com	;	www.pxxsjyy.com	;		"
温州市红旗医院,Wenzhou Hongqi Hospital,Zhejiang,East,unknown,"	","	",Living,0,0,0,"	"
佛山市顺德庄头医院,Foshan Shunde Zhuangtou Hospital,Guangdong,South,unknown,"2005-05-17	",2005,Living,0,3,4,"	"
长沙丽人妇产医院,Changsha Liren Maternity Hospital,Hunan,Center,unknown,"2007-03-08	",2007,Living,0,0,0,"	"
洛阳牡丹女子医院,Luoyang Peony Women's Hospital,Jiangsu,East,unknown,"	","	",Living,0,0,0,"	"
泉州丰泽新阳光妇科医院,Quanzhou Xinyangguang Women's Hospital,Fujian,South,unknown,"2006-07-31	",2006,Living,1,4,0,"www.0595fk.cn	;	www.fujian91.com	;	www.fujian91.cn	;	www.fujian91.net	;	www.xyg120.com	;	www.qz16.net	;	www.qz16.cn	;	www.qz16.com	;	www.qzxygyy.com	;	www.qzxygyy.net	;	www.qzxyg.com	;	www.qzxyg.net	;	www.xyg120.net	;	www.xygfkyy.com	;	www.xygfkyy.net	;	www.qzsznyy.net	;	www.qzsznyy.com	;	www.0595fk.com	;	www.0595fk.net	;	www.0595fk.cn	;	www.0595rl.com	;	www.qzrl.net	;		"
深圳华南妇科医院,Shenzhen South China Women's Hospital,Guangdong,South,1500,"2016-01-19	",2016,Living,0,17,0,"www.hnfuer.com	;	www.hnfuer.com	;	www.lgfuke.com	;	www.0755hnfk.com	;	www.lgfuer.com	;	lgrenliu.com	;	0755fkyy.com	;	szhgfk.com	;	0755hnyy.com	;	0755hgfk.com	;		"
芜湖阳光眼科医院,Wuhu Sunshine Eye Hospital,Anhui,East,unknown,"	","	",Living,0,0,0,"	"
大同新侨妇产医院,Datong Xinqiao Maternity Hospital,Shanxi,North,unknown,"2003-11-05	",2003,Living,0,2,0,"www.dtxsd120.com	;	www.dtfk120.com	;	www.dtxqfcyy.com	;	www.dtrlw.com	;	www.2433999.com	;	www.dtfk120.com	;	www.dtxsd120.com	;	6090120.com	;	dtxq120.cn	;	dtxqfcyy.cn	;	dtxq120.com	;		"
深圳凤凰医院,Shenzhen Phoenix Hospital,Guangdong,South,unknown,"	","	",Living,0,0,0,"	"
深圳健丰医院,Shenzhen Jianfeng Hospital,Guangdong,South,unknown,"	","	",Living,0,0,0,"	"
莆田丽人妇科医院,Putian Liren Gynecology Hospital,Fujian,South,unknown,"2010-05-14	",2010,Living,0,0,0,"	"
深圳健安医院,Shenzhen Jian'an Hospital,Guangdong,South,300,"2016-01-11	",2016,Living,0,5,12,"www.jayy.cn	;		"
巩义市阳光医院,Gongyi Sunshine Hospital,Henan,Center,unknown,"2003-06-11	",2003,Dead,0,0,0,"www.gyygyk.com	;	"
廊坊世纪协和医院,Langfang Century Union Hospital,Hebei,North,unknown,"2014-06-27	",2014,Living,0,0,0,"www.lfxhyy.com	;	0316sjxh.com	;	0316lfyy.com	;	0316yy.com	;	lfyy0316.com	;		"
温岭仁泽消化专科医院,Wenling Renze Digestive Specialist Hospital,Zhejiang,East,unknown,"2006-09-26	",2006,Living,0,1,0,"	"
